cargo,empresa,salario_base,localizacao,modalidade_trabalho,nivel,experiencia,tipo_contrato,remuneracao_total_anual,remuneracao_inclui,salario_base_detalhado,bonus_anual,relacao_empresa,area_especializacao,beneficios,remuneracao_total_mensal,Apoio psicológico,Auxílio Creche,Auxílio Educação,Auxílio Internet,Café Grátis,Celular Corporativo,Day off no aniversário,Gympass,Gympass ou subsídio para academia,Home Office,Home office,Horas extras,Horário Flexível,Horário flexível,Insalubridade ou periculosidade,Licença maternidade estendida,Licença paternidade estendida,Não informado,PLR,Participação nos Lucros e Resultados (PLR),Plano Odontológico,Plano de Saúde,Plano de saúde,Previdência privada,Seguro de vida,Stock Options,Vale Alimentação,Vale Refeição,Vale Transporte,Vale-alimentação,Vale-refeição,Viagens,estado,texto_vaga
Data Scientist,Ahoy by Belago Technologies,10.0,"São Paulo, São Paulo",Remoto,Sênior,6.9 anos de experiência,CLT,142.364,"Inclui bônus, PLR, stock options e comissões",133.3,Não informado,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Day off no aniversário,11.864,nao,nao,nao,nao,nao,nao,sim,nao,nao,sim,nao,nao,sim,nao,nao,nao,nao,nao,nao,nao,sim,sim,nao,nao,nao,nao,sim,sim,nao,nao,nao,nao,SP,Data Scientist Sênior SP Remoto
Data Scientist,Globo,9.85,"Rio de Janeiro, Rio de Janeiro",Híbrido,Sênior,6 anos de experiência,CLT,145.801,"Inclui bônus, PLR, stock options e comissões",131.301,14.500,Funcionário em março de 2025,Esporte,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Plano de Saúde | Plano Odontológico | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,12.15,sim,sim,nao,nao,nao,nao,sim,nao,sim,nao,nao,nao,nao,nao,nao,sim,sim,nao,nao,sim,sim,sim,nao,nao,sim,nao,sim,sim,sim,nao,nao,nao,RJ,Data Scientist Sênior RJ Híbrido
Data Scientist,Bravium,3.7,São Paulo,Remoto,Júnior,5 anos de experiência,CLT,49.321,"Inclui bônus, PLR, stock options e comissões",49.321,Não informado,Saiu da empresa em 2024 (ex-funcionário),Não informado,Vale Refeição | Plano de Saúde | Plano Odontológico | Home Office | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia,4.11,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,nao,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,sim,nao,nao,sim,nao,nao,sim,nao,nao,nao,nao,SP,Data Scientist Júnior SP Remoto
Data Scientist,Cortex,7.0,Rio de Janeiro,Remoto,Pleno,2 anos de experiência,CLT,93.31,"Inclui bônus, PLR, stock options e comissões",93.31,Não informado,Saiu da empresa em 2024 (ex-funcionário),Inteligência Artificial / Machine Learning,Vale Refeição | Vale Alimentação | Auxílio Creche | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Stock Options | Day off no aniversário | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,7.776,sim,sim,nao,sim,nao,nao,sim,nao,sim,sim,nao,nao,sim,nao,nao,sim,sim,nao,nao,sim,sim,sim,nao,sim,sim,sim,sim,sim,nao,nao,nao,nao,RJ,Data Scientist Pleno RJ Remoto
Data Scientist,Mrv,5.25,"Belo Horizonte, Minas Gerais",Presencial,Júnior,1 ano de experiência,CLT,75.233,"Inclui bônus, PLR, stock options e comissões",69.983,5.250,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Vale Transporte | Plano de Saúde | Plano Odontológico | Participação nos Lucros e Resultados (PLR) | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico,6.269,sim,nao,nao,nao,nao,nao,sim,nao,sim,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,sim,nao,nao,nao,nao,nao,sim,sim,nao,nao,nao,MG,Data Scientist Júnior MG Presencial
Data Scientist,Banco Itaú,15.2,"São Paulo, São Paulo",Híbrido,Sênior,8 anos de experiência,CLT,281.616,"Inclui bônus, PLR, stock options e comissões",202.616,79.000,Oferta de emprego recebida em maio de 2024,Inteligência Artificial / Machine Learning,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Horas extras | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,23.468,sim,sim,sim,sim,nao,nao,nao,nao,sim,nao,nao,sim,sim,nao,nao,sim,sim,nao,nao,sim,sim,sim,nao,sim,sim,nao,sim,sim,sim,nao,nao,nao,SP,Data Scientist Sênior SP Híbrido
Data Scientist,Mercado Livre,13.0,"Osasco, São Paulo",Híbrido,Pleno,4.5 anos de experiência,CLT,186.29,"Inclui bônus, PLR, stock options e comissões",173.29,13.000,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Viagens | Café Grátis | Participação nos Lucros e Resultados (PLR) | Horas extras | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico | Licença maternidade estendida,15.524,sim,nao,sim,sim,sim,nao,nao,nao,sim,sim,nao,sim,sim,nao,nao,sim,nao,nao,nao,sim,sim,sim,nao,sim,sim,nao,sim,sim,sim,nao,nao,sim,SP,Data Scientist Pleno SP Híbrido
Data Scientist,Banco Inter,6.6,"Belo Horizonte, Minas Gerais",Presencial,Júnior,2 anos de experiência,CLT,128.805,"Inclui bônus, PLR, stock options e comissões",87.978,15.500,Funcionário em março de 2025,Não informado,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Plano de Saúde | Plano Odontológico | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Horas extras | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,10.734,sim,sim,nao,nao,sim,nao,sim,nao,sim,nao,nao,sim,sim,nao,nao,sim,sim,nao,nao,sim,sim,sim,nao,nao,nao,nao,sim,sim,sim,nao,nao,nao,MG,Data Scientist Júnior MG Presencial
Data Scientist,Spc brasil,21.8,"São Paulo, São Paulo",Remoto,Líder / Coordenador,5 anos de experiência,CLT,312.394,"Inclui bônus, PLR, stock options e comissões",290.594,21.800,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Day off no aniversário,26.033,nao,nao,nao,nao,nao,nao,sim,nao,nao,sim,nao,nao,sim,nao,nao,nao,nao,nao,nao,sim,sim,sim,nao,nao,sim,nao,sim,sim,nao,nao,nao,nao,SP,Data Scientist Líder / Coordenador SP Remoto
Data Scientist,Datarisk,12.5,"São Paulo , São Paulo",Remoto,Pleno,2 anos de experiência,PJ,150.0,"Inclui bônus, PLR, stock options e comissões",150.0,Não informado,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Gympass ou subsídio para academia | Stock Options | Day off no aniversário | Apoio psicológico,12.5,sim,nao,nao,sim,nao,nao,sim,nao,sim,sim,nao,nao,sim,nao,nao,nao,nao,nao,nao,nao,sim,sim,nao,nao,nao,sim,nao,nao,nao,nao,nao,nao,SP,Data Scientist Pleno SP Remoto
Data Scientist,ioasys,20.0,"Belo Horizonte, Minas Gerais",Remoto,Especialista,15 anos de experiência,PJ,240.0,"Inclui bônus, PLR, stock options e comissões",240.0,Não informado,Saiu da empresa em 2025 (ex-funcionário),Inteligência Artificial / Machine Learning,Home Office | Horário Flexível | Gympass ou subsídio para academia,20.0,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,nao,nao,sim,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,MG,Data Scientist Especialista MG Remoto
Data Scientist,Sebrae Minas,8.0,"Belo Horizonte, Minas Gerais",Híbrido,Pleno,4 anos de experiência,CLT,122.64,"Inclui bônus, PLR, stock options e comissões",106.64,16.000,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Educação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,10.22,sim,sim,sim,nao,sim,nao,nao,nao,sim,sim,nao,nao,sim,nao,nao,sim,sim,nao,nao,sim,sim,sim,nao,sim,sim,nao,sim,sim,sim,nao,nao,nao,MG,Data Scientist Pleno MG Híbrido
Data Scientist,Radix Engenharia,11.0,"Unai, Minas Gerais",Remoto,Sênior,5 anos de experiência,CLT,146.63,"Inclui bônus, PLR, stock options e comissões",146.63,Não informado,Oferta de emprego recebida em dezembro de 2024,Inteligência Artificial / Machine Learning,Vale Refeição | Vale Transporte | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Participação nos Lucros e Resultados (PLR) | Horas extras | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,12.219,sim,sim,sim,sim,nao,nao,sim,nao,sim,sim,nao,sim,nao,nao,nao,sim,sim,nao,nao,sim,sim,sim,nao,sim,sim,nao,nao,sim,sim,nao,nao,nao,MG,Data Scientist Sênior MG Remoto
Data Scientist,Neogrid,7.0,"Belo Horizonte, Minas Gerais",Remoto,Pleno,3.5 anos de experiência,CLT,93.31,"Inclui bônus, PLR, stock options e comissões",93.31,Não informado,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Vale Alimentação | Plano de Saúde | Home Office | Horário Flexível | Gympass ou subsídio para academia | Day off no aniversário,7.776,nao,nao,nao,nao,nao,nao,sim,nao,sim,sim,nao,nao,sim,nao,nao,nao,nao,nao,nao,nao,nao,sim,nao,nao,nao,nao,sim,nao,nao,nao,nao,nao,MG,Data Scientist Pleno MG Remoto
Data Scientist,Banco Santander,8.6,"São pa, São Paulo",Presencial,Pleno,1.9 anos de experiência,CLT,177.285,"Inclui bônus, PLR, stock options e comissões",114.638,36.000,Funcionário em março de 2025,Não informado,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Educação | Plano de Saúde | Plano Odontológico | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Licença maternidade estendida | Licença paternidade estendida,14.774,nao,sim,sim,nao,sim,nao,sim,nao,sim,nao,nao,nao,sim,nao,nao,sim,sim,nao,nao,sim,sim,sim,nao,nao,sim,nao,sim,sim,sim,nao,nao,nao,SP,Data Scientist Pleno SP Presencial
Data Scientist,Icatu Seguros,7.0,"Rio de Janeiro, Rio de Janeiro",Presencial,Pleno,3 anos de experiência,CLT,119.31,"Inclui bônus, PLR, stock options e comissões",93.31,26.000,Saiu da empresa em 2024 (ex-funcionário),Banco de Dados,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Plano de Saúde | Plano Odontológico | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico,9.943,sim,sim,nao,nao,nao,nao,sim,nao,sim,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,sim,nao,sim,sim,nao,sim,sim,sim,nao,nao,nao,RJ,Data Scientist Pleno RJ Presencial
Data Scientist,Senac,16.264,"Rio de Janeiro, Rio de Janeiro",Presencial,Sênior,4.9 anos de experiência,CLT,216.799,"Inclui bônus, PLR, stock options e comissões",216.799,Não informado,Funcionário em março de 2025,Não informado,Vale Refeição | Auxílio Creche | Auxílio Educação | Plano de Saúde | Plano Odontológico | Seguro de vida | Gympass ou subsídio para academia,18.067,nao,sim,sim,nao,nao,nao,nao,nao,sim,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,nao,nao,sim,nao,nao,sim,nao,nao,nao,nao,RJ,Data Scientist Sênior RJ Presencial
Data Scientist,CRMBONUS,17.4,São Paulo,Híbrido,Sênior,7 anos de experiência,CLT,293.402,"Inclui bônus, PLR, stock options e comissões",231.942,34.800,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Vale Transporte | Auxílio Creche | Auxílio Internet | Plano de Saúde | Plano Odontológico | Participação nos Lucros e Resultados (PLR) | Horas extras | Gympass ou subsídio para academia | Day off no aniversário,24.45,nao,sim,nao,sim,nao,nao,sim,nao,sim,nao,nao,sim,nao,nao,nao,nao,nao,nao,nao,sim,sim,sim,nao,nao,nao,nao,nao,sim,sim,nao,nao,nao,SP,Data Scientist Sênior SP Híbrido
Data Scientist,NTT Data,15.802,"Rio de Janeiro, Rio de Janeiro",Remoto,Especialista,3.5 anos de experiência,CLT,210.644,"Inclui bônus, PLR, stock options e comissões",210.644,Não informado,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Horas extras | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico,17.554,sim,sim,sim,sim,nao,nao,sim,nao,sim,sim,nao,sim,sim,nao,nao,nao,nao,nao,nao,nao,sim,sim,nao,sim,sim,nao,sim,sim,sim,nao,nao,nao,RJ,Data Scientist Especialista RJ Remoto
Data Scientist,Suzano,9.65,"São Paulo, São Paulo",Remoto,Sênior,2 anos de experiência,CLT,152.758,"Inclui bônus, PLR, stock options e comissões",128.635,24.123,Funcionário em março de 2025,Não informado,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Home Office | Café Grátis | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico,12.73,sim,nao,nao,nao,sim,nao,nao,nao,sim,sim,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,nao,nao,sim,nao,sim,sim,nao,nao,nao,nao,SP,Data Scientist Sênior SP Remoto
Data Scientist,Grupo Casas Bahia,7.5,"São Paulo, São Paulo",Remoto,Pleno,2 anos de experiência,CLT,107.475,"Inclui bônus, PLR, stock options e comissões",99.975,7.500,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Plano de Saúde | Plano Odontológico | Home Office | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença paternidade estendida,8.956,sim,nao,nao,nao,nao,nao,sim,nao,sim,sim,nao,nao,nao,nao,nao,nao,sim,nao,nao,sim,sim,sim,nao,nao,sim,nao,nao,sim,nao,nao,nao,nao,SP,Data Scientist Pleno SP Remoto
Data Scientist,frete.com,6.9,"Petrópolis, Rio de Janeiro",Remoto,Pleno,5 anos de experiência,CLT,91.977,"Inclui bônus, PLR, stock options e comissões",91.977,Não informado,Funcionário em março de 2025,Não informado,Vale Refeição | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Day off no aniversário,7.665,nao,sim,sim,sim,nao,nao,sim,nao,nao,sim,nao,nao,sim,nao,nao,nao,nao,nao,nao,sim,sim,sim,nao,nao,nao,nao,nao,sim,nao,nao,nao,nao,RJ,Data Scientist Pleno RJ Remoto
Data Scientist,Wellhub,10.0,"São Paulo, São Paulo",Remoto,Pleno,3 anos de experiência,CLT,145.3,"Inclui bônus, PLR, stock options e comissões",133.3,12.000,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida,12.108,sim,nao,nao,nao,sim,nao,sim,nao,sim,sim,nao,nao,sim,nao,nao,sim,nao,nao,nao,sim,sim,sim,nao,nao,sim,nao,nao,sim,nao,nao,nao,nao,SP,Data Scientist Pleno SP Remoto
Data Scientist,AeC,6.152,Minas Gerais,Remoto,Júnior,3 anos de experiência,CLT,82.006,"Inclui bônus, PLR, stock options e comissões",82.006,Não informado,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Vale Alimentação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Day off no aniversário,6.834,nao,nao,nao,nao,nao,nao,sim,nao,nao,sim,nao,nao,sim,nao,nao,nao,nao,nao,nao,nao,sim,sim,nao,nao,nao,nao,sim,nao,nao,nao,nao,nao,MG,Data Scientist Júnior MG Remoto
Data Scientist,Neoway,13.4,São Paulo,Remoto,Sênior,4 anos de experiência,CLT,192.022,"Inclui bônus, PLR, stock options e comissões",178.622,13.400,Funcionário em março de 2025,Não informado,Vale Refeição | Vale Alimentação | Auxílio Creche | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Horas extras | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida,16.002,sim,sim,nao,nao,nao,nao,sim,nao,sim,sim,nao,sim,sim,nao,nao,sim,nao,nao,nao,sim,sim,sim,nao,nao,sim,nao,sim,sim,nao,nao,nao,nao,SP,Data Scientist Sênior SP Remoto
Data Scientist,PicPay,9.895,"Anápolis, Goiás",Remoto,Pleno,2.75 anos de experiência,CLT,141.797,"Inclui bônus, PLR, stock options e comissões",131.902,9.895,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Home Office | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia,11.816,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,nao,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,sim,nao,nao,sim,nao,sim,sim,nao,nao,nao,nao,GO,Data Scientist Pleno GO Remoto
Data Scientist,LWSA,17.0,"São Paulo, São Paulo",Híbrido,Sênior,5 anos de experiência,CLT,226.61,"Inclui bônus, PLR, stock options e comissões",226.61,Não informado,Funcionário em março de 2025,Outra,Vale Refeição | Vale Transporte | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,18.884,sim,nao,nao,sim,sim,nao,sim,nao,sim,sim,nao,nao,sim,nao,nao,sim,sim,nao,nao,sim,sim,sim,nao,nao,sim,nao,nao,sim,sim,nao,nao,nao,SP,Data Scientist Sênior SP Híbrido
Data Scientist,Appmax,10.98,"Porto Alegre, Rio Grande do Sul",Remoto,Sênior,4 anos de experiência,CLT,146.363,"Inclui bônus, PLR, stock options e comissões",146.363,Não informado,Funcionário em março de 2025,Não informado,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Educação | Plano de Saúde | Plano Odontológico | Home Office | Gympass ou subsídio para academia | Apoio psicológico,12.197,sim,nao,sim,nao,nao,nao,nao,nao,sim,sim,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,nao,nao,nao,nao,sim,sim,sim,nao,nao,nao,RS,Data Scientist Sênior RS Remoto
Data Scientist,WillBank,14.8,"São Paulo, São Paulo",Remoto,Sênior,7 anos de experiência,CLT,212.084,"Inclui bônus, PLR, stock options e comissões",197.284,14.800,Funcionário em março de 2025,Não informado,Vale Refeição | Auxílio Creche | Participação nos Lucros e Resultados (PLR) | Vale Alimentação | Plano de Saúde | Plano Odontológico | Gympass ou subsídio para academia | Home Office | Café Grátis | Day off no aniversário | Licença maternidade estendida | Licença paternidade estendida,17.674,nao,sim,nao,nao,sim,nao,sim,nao,sim,sim,nao,nao,nao,nao,nao,sim,sim,nao,nao,sim,sim,sim,nao,nao,nao,nao,sim,sim,nao,nao,nao,nao,SP,Data Scientist Sênior SP Remoto
